,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,peanut butter,butter type_melted,baking_index
2410,0.34,2.0,400,38.0,111.0,0.99,8.24,0.45,12.9,8,13.6,1.61,0,0,1,1,0,1,5160.0
2411,0.42,14.0,640,48.0,198.0,0.9979,7.89,0.42,8.9,8,14.8,1.43,0,0,1,0,0,1,5696.0
2412,0.1,1.6,570,39.0,128.0,0.9924,8.24,0.48,10.1,7,11.8,1.9,1,0,0,0,0,1,5757.0
2413,0.32,4.5,240,28.0,94.0,0.98906,8.25,0.52,13.7,9,11.6,1.07,1,0,0,0,0,1,3288.0
2414,0.33,1.0,640,20.0,54.0,0.99057,8.19,0.64,11.5,8,14.2,1.5,0,0,1,1,0,1,7360.0
2415,0.1,13.0,440,44.0,214.0,0.99741,8.1,0.5,9.1,7,15.0,1.62,0,1,0,1,0,1,4004.0
2416,0.32,1.8,320,18.0,130.0,0.99095,8.05,0.62,11.2,8,13.6,1.9,0,0,1,0,0,1,3584.0
2417,0.22,2.6,640,6.0,19.0,0.9982,8.26,0.61,9.3,5,16.6,1.16,0,1,1,1,0,0,5952.0
2418,0.25,3.9,310,45.0,130.0,0.99072,8.31,0.58,11.75,9,10.6,1.19,0,1,1,0,0,1,3642.5
2419,0.13,7.8,420,11.0,117.0,0.996,8.23,0.37,9.2,7,13.8,1.61,1,0,0,0,0,1,3863.9999999999995
2420,0.28,8.3,260,27.0,107.0,0.99308,8.36,0.37,11.0,8,10.2,1.87,0,0,1,0,0,1,2860.0
2421,0.39,1.7,620,3.0,9.0,0.9948,8.14,0.57,11.5,7,19.6,1.75,1,0,0,0,0,0,7130.0
2422,0.38,8.1,490,44.0,176.0,0.9958,8.3,0.54,9.8,8,13.8,1.19,0,0,1,1,0,1,4802.0
2423,0.49,7.3,460,53.0,206.0,0.9956,8.24,0.43,9.2,8,12.8,1.99,0,0,1,0,0,1,4232.0
2424,0.49,2.5,640,39.0,106.0,0.9966,8.36,0.78,11.0,5,14.6,1.25,1,0,0,0,0,0,7040.0
2425,0.3,12.8,530,48.5,229.0,0.9986,8.14,0.49,9.1,9,14.8,1.87,0,0,1,1,0,1,4823.0
2426,0.58,10.0,640,34.0,126.0,0.9962,7.95,0.46,8.9,7,12.6,1.45,0,0,1,0,0,1,5696.0
2427,0.41,8.0,300,30.0,114.0,0.99368,8.22,0.54,11.0,8,13.8,1.55,0,0,1,0,0,1,3300.0
2428,0.46,1.1,320,33.0,115.0,0.9909,8.36,0.5,10.4,8,11.2,1.45,0,0,1,1,0,1,3328.0
2429,0.38,1.5,640,5.0,18.0,0.99666,8.2,0.52,9.4,5,17.2,1.74,1,1,0,0,0,0,6016.0
2430,0.53,4.0,640,3.0,10.0,0.99586,8.21,0.59,12.1,7,17.8,1.02,0,1,1,0,0,0,7744.0
2431,0.18,2.1,640,12.0,28.0,0.99768,8.52,0.73,9.5,6,14.6,1.36,1,1,0,0,0,0,6080.0
2432,0.22,2.1,640,25.0,105.0,0.99613,8.3,0.49,9.9,5,16.0,1.78,0,1,1,1,0,0,6336.0
2433,0.19,6.6,450,98.0,175.0,0.99364,8.16,0.34,10.1,8,13.0,1.67,0,0,1,0,0,1,4545.0
2434,0.12,2.9,640,30.0,74.0,0.99865,8.3,0.64,10.4,6,19.2,1.79,0,1,0,1,0,0,6656.0
2435,0.32,1.6,360,34.0,114.0,0.99068,8.19,0.45,11.4,9,13.8,1.15,1,0,0,0,0,1,4104.0
2436,0.27,5.8,360,23.0,109.0,0.99399,8.34,0.54,11.0,8,15.2,1.95,1,0,0,0,0,1,3960.0
2437,0.2,14.95,440,22.0,179.0,0.9962,8.37,0.37,10.2,7,11.6,1.33,0,0,1,0,0,1,4488.0
2438,0.4,1.7,640,5.0,60.0,0.9925,8.09,0.54,10.1,7,12.8,1.66,0,0,1,0,0,1,6464.0
2439,0.41,2.3,640,11.0,61.0,0.9982,8.21,0.5,9.5,5,19.8,1.5,1,0,0,0,0,0,6080.0
2440,0.67,8.1,370,53.0,166.0,0.9966,7.9,0.41,8.9,8,15.0,1.92,0,0,1,0,0,1,3293.0
2441,0.42,1.2,330,29.0,142.0,0.99205,8.17,0.43,10.7,6,14.6,1.95,0,0,1,0,0,1,3530.9999999999995
2442,0.18,1.6,640,24.0,58.0,0.9965,8.34,0.58,9.4,5,15.0,1.33,0,1,1,0,0,0,6016.0
2443,0.31,2.3,640,23.0,71.0,0.9982,8.52,0.65,9.7,5,15.2,1.83,1,0,0,0,0,0,6208.0
2444,0.0,2.4,520,6.0,11.0,0.99318,8.35,0.66,12.7,7,14.2,1.24,0,1,1,1,0,0,6604.0
2445,0.37,1.6,550,47.0,154.0,0.9934,8.08,0.45,9.1,7,13.6,1.13,0,0,1,1,0,1,5005.0
2446,0.14,11.6,430,35.0,228.0,0.9977,8.13,0.51,8.9,7,14.0,1.2,1,0,0,0,0,1,3827.0
2447,0.34,2.4,640,5.0,17.0,0.99683,8.17,0.65,10.6,7,20.2,1.21,1,0,0,0,0,0,6784.0
2448,0.36,6.8,340,12.0,90.0,0.9944,8.01,0.38,10.5,10,16.4,1.36,0,0,1,0,0,1,3570.0
2449,0.2,15.4,430,57.0,201.0,0.99848,8.08,0.54,9.4,7,13.8,1.83,0,1,1,0,0,1,4042.0
2450,0.54,1.5,640,22.0,41.0,0.99735,8.02,0.76,9.9,7,23.2,1.16,0,1,1,0,0,0,6336.0
2451,0.39,1.5,640,41.0,55.0,0.99652,8.47,0.73,10.9,6,18.6,1.83,1,0,0,0,0,0,6976.0
2452,0.26,3.4,640,25.0,87.0,0.99975,8.24,0.62,9.7,5,18.6,1.67,0,1,1,1,0,0,6208.0
2453,0.44,10.7,510,46.0,195.0,0.9981,8.15,0.51,10.4,7,16.8,1.57,1,1,0,0,0,1,5304.0
2454,0.36,1.6,320,6.0,106.0,0.993,8.15,0.4,10.4,6,15.2,1.71,0,0,1,0,0,1,3328.0
2455,0.31,1.6,420,18.0,101.0,0.99195,8.13,0.41,10.5,7,13.2,1.7,0,1,1,0,0,1,4410.0
2456,0.28,17.05,470,53.0,139.0,0.99724,8.25,0.35,10.5,8,12.8,1.33,0,0,1,1,0,1,4935.0
2457,0.57,15.0,520,35.0,256.0,1.0001,7.93,0.64,8.6,7,16.6,1.39,1,0,0,0,0,1,4472.0
2458,0.37,1.3,270,42.0,125.0,0.98939,8.24,0.37,12.8,9,13.4,1.28,0,0,1,1,0,1,3456.0
2459,0.24,1.7,640,10.0,21.0,0.99692,8.29,0.67,10.0,5,18.0,1.38,0,1,0,1,0,0,6400.0
2460,0.24,14.0,480,24.0,113.0,0.9982,8.44,0.53,9.8,8,13.0,1.96,0,1,1,0,0,1,4704.0
2461,0.65,6.4,640,3.0,8.0,0.99817,8.27,0.58,11.0,5,17.2,1.11,1,0,0,0,0,0,7040.0
2462,0.14,5.8,460,49.0,197.0,0.9937,8.3,0.71,10.3,7,11.6,1.91,1,0,0,0,0,1,4738.0
2463,0.22,5.2,470,24.0,151.0,0.99527,8.22,0.47,10.3,7,16.2,1.21,1,0,0,0,0,1,4841.0
2464,0.2,8.7,460,81.0,224.0,0.99605,8.17,0.44,9.3,7,13.2,1.74,0,1,1,1,0,1,4278.0
2465,0.24,7.1,310,28.0,141.0,0.99397,8.16,0.38,10.6,9,15.0,1.52,1,0,0,0,0,1,3286.0
2466,0.3,7.1,370,63.0,236.0,0.9952,8.06,0.34,9.2,8,12.8,1.82,0,0,1,0,0,1,3403.9999999999995
2467,0.28,3.6,330,16.0,78.0,0.993,7.91,0.78,11.4,8,14.2,1.53,0,0,1,1,0,1,3762.0
2468,0.34,1.5,450,43.0,117.0,0.9939,8.42,0.51,9.0,8,12.4,1.77,0,0,1,1,0,1,4050.0
2469,0.49,1.0,360,14.0,56.0,0.992,7.96,0.33,10.5,6,17.6,1.92,1,0,0,0,0,1,3780.0
2470,0.35,1.5,360,29.0,108.0,0.99342,8.27,0.51,10.2,8,14.6,1.08,0,0,1,1,0,1,3671.9999999999995
2471,0.32,16.9,560,49.0,158.0,0.9998,8.37,0.38,9.6,8,14.2,1.38,0,0,1,0,0,1,5376.0
2472,0.47,1.1,370,23.0,126.0,0.9938,8.21,0.42,10.9,7,16.2,1.06,1,1,0,0,0,1,4033.0
2473,0.67,8.1,370,53.0,166.0,0.9966,7.9,0.41,8.9,8,15.0,1.02,0,0,1,0,0,1,3293.0
2474,0.25,7.2,560,47.0,180.0,0.9961,8.08,0.47,8.8,7,14.6,1.65,1,0,0,0,0,1,4928.0
2475,0.26,7.2,410,21.0,90.0,0.99509,8.22,0.55,9.5,8,14.0,1.39,0,0,1,0,0,1,3895.0
2476,0.26,5.7,310,12.0,80.0,0.9923,8.25,0.38,10.8,7,11.2,1.42,0,0,1,0,0,1,3348.0
2477,0.33,3.3,460,12.0,53.0,0.99294,8.36,0.62,12.2,6,12.8,1.9,1,0,0,0,0,0,5612.0
2478,0.34,12.0,530,55.0,177.0,0.9983,8.52,0.44,9.9,8,13.0,1.17,0,0,1,0,0,1,5247.0
2479,0.24,2.2,640,5.0,36.0,0.996,8.33,0.48,9.4,5,14.4,1.02,0,1,1,0,0,0,6016.0
2480,0.4,7.5,460,45.0,179.0,0.99583,8.2,0.49,9.3,7,13.6,1.88,0,0,1,0,0,1,4278.0
2481,0.28,4.3,260,22.0,105.0,0.989,7.98,0.64,13.1,10,12.4,1.5,0,0,1,0,0,1,3406.0
2482,0.03,2.7,430,27.0,93.0,0.9932,8.34,0.38,9.2,7,10.6,1.25,0,1,0,1,0,1,3955.9999999999995
2483,0.66,9.1,390,26.0,159.0,0.9965,8.66,0.55,10.8,7,11.6,1.32,0,0,1,0,0,1,4212.0
2484,0.32,6.65,590,34.0,104.0,0.99254,8.18,0.42,11.1,7,13.0,1.96,0,0,1,0,0,1,6549.0
2485,0.0,2.4,640,19.0,38.0,0.999,8.35,0.6,9.3,5,18.0,1.19,0,1,1,1,0,0,5952.0
2486,0.27,7.3,310,41.0,144.0,0.9932,8.15,0.38,11.8,9,14.8,1.61,0,0,1,0,0,1,3658.0
2487,0.52,1.4,370,32.0,123.0,0.99022,8.24,0.45,12.0,8,12.2,1.26,0,1,1,1,0,1,4440.0
2488,0.36,4.7,350,36.0,116.0,0.991,8.31,0.62,12.6,8,12.2,1.89,1,0,0,0,0,1,4410.0
2489,0.44,8.9,550,52.0,164.0,0.99488,8.1,0.48,9.6,7,12.8,1.68,1,0,0,0,0,1,5280.0
2490,0.0,1.9,640,11.0,34.0,0.9978,8.51,0.56,9.4,5,14.8,1.62,0,1,0,1,0,0,6016.0
2491,0.0,5.6,640,21.0,58.0,0.9997,8.46,0.72,10.2,5,13.6,1.65,0,1,1,1,0,0,6528.0
2492,0.69,1.2,640,36.0,106.0,0.99288,7.96,0.43,9.2,8,13.4,1.38,0,0,1,0,0,1,5888.0
2493,0.43,10.1,530,29.0,146.0,0.9982,8.4,0.46,9.5,8,16.0,1.46,1,0,0,0,0,1,5035.0
2494,0.49,19.8,540,50.0,231.0,1.0012,7.99,0.54,9.2,7,16.6,1.15,0,0,1,0,0,1,4968.0
2495,0.41,7.9,640,30.0,109.0,0.9998,8.27,0.57,9.3,5,17.8,1.65,1,1,0,0,0,0,5952.0
2496,0.34,5.0,320,36.0,93.0,0.99012,8.27,0.36,13.5,9,12.6,1.26,0,0,1,0,0,1,4320.0
2497,0.36,1.5,470,17.0,129.0,0.9948,8.2,0.54,10.0,8,16.0,1.1,0,0,1,0,0,1,4700.0
2498,0.07,1.2,600,9.0,108.0,0.9931,8.11,0.35,8.7,6,12.0,1.29,0,1,1,1,0,1,5220.0
2499,0.36,2.6,510,26.0,126.0,0.99097,8.32,0.53,12.7,8,15.0,1.51,1,0,0,0,0,1,6477.0
2500,0.58,1.1,640,52.0,136.0,0.9932,8.1,0.3,9.1,7,13.2,1.68,0,0,1,0,0,1,5824.0
2501,0.32,1.5,540,24.0,105.0,0.99154,8.17,0.48,11.1,8,14.4,1.42,0,0,1,0,0,1,5994.0
2502,0.32,0.9,410,25.0,79.0,0.9926,8.39,0.54,10.2,9,13.2,1.89,0,0,1,0,0,1,4182.0
2503,0.56,11.2,430,40.0,142.0,0.9975,8.14,0.46,8.7,7,13.8,1.14,0,1,1,0,0,1,3740.9999999999995
2504,0.33,3.7,300,54.0,173.0,0.9887,8.36,0.3,13.0,9,10.0,1.59,1,0,0,0,0,1,3900.0
2505,0.26,12.0,490,63.0,170.0,0.9961,8.14,0.55,9.9,8,12.6,1.25,1,0,0,0,0,1,4851.0
2506,0.3,2.4,420,25.0,122.0,0.994,8.43,0.61,10.5,8,14.2,1.79,0,0,1,0,0,1,4410.0
2507,0.29,1.1,460,34.0,84.0,0.9902,8.04,0.39,11.45,8,15.0,1.92,0,0,1,0,0,1,5267.0
2508,0.36,2.1,340,30.0,177.0,0.99085,8.25,0.4,11.9,10,14.6,1.41,0,0,1,0,0,1,4046.0
2509,0.33,12.3,460,31.0,145.0,0.9983,8.36,0.4,9.5,7,13.4,1.39,0,0,1,0,0,1,4370.0
2510,0.49,10.0,360,45.0,182.0,0.9967,8.08,0.58,9.6,8,15.2,1.25,0,0,1,0,0,1,3456.0
2511,0.32,2.5,640,24.0,71.0,0.99624,8.27,0.85,11.0,6,16.4,1.27,1,0,0,0,0,0,7040.0
2512,0.2,5.8,400,24.0,144.0,0.99425,8.15,0.63,9.9,7,12.6,1.61,1,0,0,0,0,1,3960.0
2513,0.78,13.9,640,23.0,92.0,0.99677,8.39,0.48,10.5,6,11.2,1.23,1,0,0,0,0,0,6720.0
2514,0.44,1.6,380,21.0,42.0,0.99526,8.24,0.81,10.8,7,18.6,1.79,1,0,0,0,0,0,4104.0
2515,0.32,4.5,240,28.0,94.0,0.98906,8.25,0.52,13.7,9,11.6,1.43,1,0,0,0,0,1,3288.0
2516,0.22,4.5,310,10.0,73.0,0.99076,7.97,0.52,12.2,9,14.4,2.0,1,0,0,0,0,1,3782.0
2517,0.26,1.8,640,33.0,75.0,0.9968,8.4,0.58,9.5,6,14.4,1.24,1,0,0,0,0,0,6080.0
2518,0.26,14.8,530,44.0,95.0,0.99676,8.2,0.35,9.8,8,13.4,1.59,0,0,1,1,0,1,5194.0
2519,0.61,11.8,410,66.0,188.0,0.99794,8.0,0.54,9.3,7,15.4,1.21,1,0,0,0,0,1,3813.0000000000005
2520,0.36,20.8,310,40.0,139.0,0.9975,8.2,0.33,11.0,8,13.8,1.77,0,0,1,0,0,1,3410.0
2521,0.37,1.8,340,36.0,95.0,0.98952,7.93,0.59,12.0,8,13.8,1.48,0,0,1,1,0,1,4080.0
2522,0.28,7.7,430,57.0,176.0,0.9954,8.12,0.55,10.0,7,16.2,1.67,0,0,1,0,0,1,4300.0
2523,0.33,1.2,360,23.0,99.0,0.9916,8.18,0.6,10.5,8,11.6,1.14,1,0,0,0,0,1,3780.0
2524,0.44,11.5,400,58.0,223.0,0.9969,8.22,0.56,9.5,7,13.6,1.94,0,0,1,0,0,1,3800.0
2525,0.34,7.5,480,29.0,152.0,0.9962,8.1,0.54,9.0,7,14.6,1.36,0,0,1,0,0,1,4320.0
2526,0.29,14.9,530,55.0,136.0,0.99839,8.03,0.52,9.0,7,13.4,1.04,0,0,1,0,0,1,4770.0
2527,0.32,3.6,380,9.0,76.0,0.992,8.05,0.31,11.7,6,15.8,1.22,0,0,1,0,0,1,4446.0
2528,0.3,16.7,390,49.0,172.0,0.99985,8.4,0.45,9.4,7,12.2,1.16,0,0,1,0,0,1,3666.0
2529,0.55,12.9,560,58.0,252.0,0.99806,8.29,0.49,8.7,7,12.6,1.34,0,1,1,1,0,1,4872.0
2530,0.0,3.0,640,7.0,16.0,0.99586,8.43,0.46,10.0,5,14.4,1.79,0,0,0,0,1,0,6400.0
2531,0.32,1.7,310,31.0,114.0,0.98946,8.12,0.35,12.5,8,13.4,1.36,1,0,0,0,0,1,3875.0
2532,0.43,1.7,640,21.0,123.0,0.9905,8.19,0.42,12.8,7,14.6,1.19,0,0,1,0,0,1,8192.0
2533,0.31,6.3,350,33.0,170.0,0.9918,8.24,0.66,12.6,8,13.6,1.95,0,0,1,0,0,1,4410.0
2534,0.3,3.3,290,15.0,80.0,0.99061,8.33,0.63,12.6,9,13.6,1.41,1,0,0,0,0,1,3654.0
2535,0.26,11.8,530,55.0,173.0,0.99699,8.11,0.6,9.8,7,14.8,1.36,0,0,1,0,0,1,5194.0
2536,0.25,5.6,320,23.0,120.0,0.99334,7.93,0.66,10.3,9,14.4,1.11,1,0,0,0,0,1,3296.0
2537,0.38,9.7,400,29.0,124.0,0.9954,8.47,0.48,11.0,8,12.0,1.2,1,0,0,0,0,1,4400.0
2538,0.55,14.6,530,34.0,159.0,0.99805,7.93,0.44,9.2,7,13.6,1.96,0,0,1,0,0,1,4876.0
2539,0.35,1.6,630,13.0,119.0,0.99184,8.22,0.5,10.7,7,14.0,1.95,1,0,0,0,0,1,6741.0
2540,0.1,1.3,360,11.0,74.0,0.99082,8.48,0.54,11.2,6,10.6,1.49,0,1,1,0,0,1,4031.9999999999995
2541,0.31,2.25,640,32.0,58.0,0.998,8.33,0.54,9.8,5,17.0,1.56,0,1,1,0,0,0,6272.0
2542,0.25,3.3,400,10.0,69.0,0.9934,8.54,0.59,10.1,8,12.2,1.44,0,0,1,1,0,1,4040.0
2543,0.17,12.9,330,59.0,186.0,0.99754,8.08,0.49,9.4,7,13.8,1.9,0,1,1,0,0,1,3102.0
2544,0.36,1.3,340,32.0,98.0,0.99058,8.02,0.58,11.3,8,13.6,1.41,0,0,1,1,0,1,3842.0000000000005
2545,0.33,1.2,280,13.0,81.0,0.9902,8.37,0.38,11.7,8,10.4,1.4,1,0,0,0,0,1,3276.0
2546,0.4,1.5,440,19.0,135.0,0.9937,7.96,0.49,10.9,7,19.2,1.0,0,0,1,0,0,1,4796.0
2547,0.41,9.2,420,41.0,162.0,0.9944,8.1,0.38,12.0,9,16.6,1.02,0,0,1,0,0,1,5040.0
2548,0.23,2.0,640,14.0,81.0,0.9973,8.19,0.7,9.4,5,16.4,1.2,0,1,0,1,0,0,6016.0
2549,0.36,1.2,340,15.0,80.0,0.9913,7.95,0.36,11.4,9,17.2,1.75,0,0,1,0,0,1,3876.0
2550,0.47,3.0,520,47.0,145.0,0.993,8.29,0.75,10.0,8,10.8,1.61,0,0,1,0,0,1,5200.0
2551,0.27,14.1,330,45.0,166.0,0.9988,7.72,0.43,9.7,8,20.0,1.35,0,0,1,0,0,1,3200.9999999999995
2552,0.0,4.3,640,51.0,77.5,0.99558,8.2,0.45,9.5,5,13.2,1.46,0,1,1,1,0,0,6080.0
2553,0.52,2.0,640,12.0,51.0,0.99613,8.29,0.58,11.1,6,19.0,1.3,1,0,0,0,0,0,7104.0
2554,0.49,6.0,290,31.0,128.0,0.9928,8.41,0.36,11.3,10,12.4,1.48,0,0,1,0,0,1,3277.0
2555,0.17,2.9,640,21.0,119.0,0.998,8.09,0.52,9.3,5,17.2,1.16,0,1,1,1,0,0,5952.0
2556,0.17,1.4,470,5.0,26.0,0.9932,8.26,0.32,10.0,6,13.0,1.91,1,1,0,0,0,1,4700.0
2557,0.37,2.6,500,24.0,132.0,0.99138,8.04,0.53,11.2,8,14.8,1.69,0,0,1,0,0,1,5600.0
2558,0.23,17.3,470,37.0,118.0,0.99906,8.08,0.46,8.8,8,13.2,1.69,0,0,1,0,0,1,4136.0
2559,0.0,2.2,640,10.0,31.0,0.99656,8.25,0.5,9.8,5,16.2,1.1,0,0,1,0,1,0,6272.0
2560,0.37,7.2,420,36.0,167.0,0.9958,8.26,0.56,9.8,8,14.0,1.76,0,0,1,0,0,1,4116.0
2561,0.25,1.8,640,4.0,28.0,0.99464,8.36,0.44,10.1,5,12.2,1.13,1,0,0,0,0,0,6464.0
2562,0.31,1.2,160,39.0,150.0,0.98713,8.33,0.59,14.0,10,9.8,1.31,1,0,0,0,0,1,2240.0
2563,0.28,12.0,560,23.0,174.0,0.9986,8.31,0.55,9.3,7,13.0,1.23,0,1,1,0,0,1,5208.0
2564,0.34,9.7,350,26.0,143.0,0.9965,8.08,0.49,9.8,8,15.2,1.35,0,0,1,0,0,1,3430.0000000000005
2565,0.31,13.1,500,26.0,180.0,0.99884,8.05,0.53,9.1,8,15.0,1.41,0,0,1,0,0,1,4550.0
2566,0.17,1.6,480,46.0,129.0,0.991,8.3,0.43,11.4,8,12.2,1.49,0,0,1,0,0,1,5472.0
2567,0.49,5.0,640,9.0,17.0,0.99484,8.19,0.52,12.5,7,19.8,1.93,0,0,1,0,0,0,8000.0
2568,0.54,2.8,640,19.0,41.0,0.99939,8.21,0.76,11.3,6,25.2,1.55,0,1,1,0,0,0,7232.0
2569,0.28,4.0,300,29.0,79.0,0.99,8.23,0.46,12.4,9,13.6,1.65,1,0,0,0,0,1,3720.0
2570,0.09,2.2,640,10.0,42.0,0.9971,8.18,0.62,9.5,5,15.6,1.12,1,1,0,0,0,0,6080.0
2571,0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,15.2,1.67,0,0,1,0,0,1,4984.0
2572,0.3,3.9,260,36.0,105.0,0.98963,8.26,0.58,12.75,8,11.6,1.17,0,0,1,0,0,1,3315.0
2573,0.29,15.4,640,56.0,173.0,0.9984,8.06,0.41,8.7,8,13.6,1.64,0,0,1,0,0,1,5568.0
2574,0.39,3.2,270,20.0,125.0,0.991,8.38,0.39,11.3,9,12.0,1.42,1,0,0,0,0,1,3051.0
2575,0.39,1.8,430,21.0,159.0,0.9948,8.52,0.47,10.0,7,14.4,1.63,0,0,1,1,0,1,4300.0
2576,0.45,7.8,590,32.0,139.0,0.9972,8.33,0.77,11.2,8,16.6,1.67,0,0,1,0,0,1,6608.0
2577,0.26,4.5,640,37.0,133.0,0.9963,8.15,0.42,9.2,7,15.2,1.67,0,0,1,0,0,1,5888.0
2578,0.29,4.75,340,29.0,134.0,0.99056,8.29,0.46,13.0,9,13.4,1.99,0,1,1,0,0,1,4420.0
2579,0.36,1.5,300,74.0,121.0,0.98976,8.24,0.99,12.1,9,10.8,1.72,0,0,1,0,0,1,3630.0
2580,0.73,14.35,440,27.0,191.0,1.00013,7.96,0.88,8.7,7,17.4,1.37,1,0,0,0,0,1,3827.9999999999995
2581,0.31,2.6,360,37.0,92.0,0.98938,8.27,0.53,12.8,9,12.4,1.98,1,0,0,0,0,1,4608.0
2582,0.38,7.8,460,35.0,192.0,0.9955,8.1,0.37,9.0,7,12.8,1.79,1,0,0,0,0,1,4140.0
2583,0.29,6.2,250,29.0,95.0,0.99071,8.03,0.32,12.9,9,13.6,1.71,1,0,0,0,0,1,3225.0
2584,0.35,1.7,360,33.0,101.0,0.99315,8.21,0.54,10.8,9,13.8,1.29,0,0,1,1,0,1,3888.0000000000005
2585,0.37,4.6,280,17.0,114.0,0.991,8.23,0.43,13.2,8,14.6,1.09,0,1,1,0,0,1,3696.0
2586,0.18,2.1,640,12.0,28.0,0.99768,8.52,0.73,9.5,6,14.6,1.69,1,1,0,0,0,0,6080.0
2587,0.46,2.1,640,24.0,44.0,0.99534,8.4,0.85,11.0,7,14.4,1.75,1,0,0,0,0,0,7040.0
2588,0.08,1.2,460,13.0,93.0,0.9924,8.57,0.85,13.0,7,10.8,1.07,0,0,1,0,1,0,5980.0
2589,0.21,1.9,480,30.0,112.0,0.99138,8.29,0.55,11.2,8,11.4,1.57,0,1,1,0,0,1,5376.0
2590,0.02,2.2,640,36.0,111.0,0.99524,8.1,0.53,9.7,5,13.4,1.41,0,1,1,0,0,0,6208.0
2591,0.49,2.9,300,16.0,94.0,0.9902,8.1,0.49,12.1,9,13.0,1.99,1,0,0,0,0,1,3630.0
2592,0.32,12.2,480,36.0,125.0,0.9967,7.92,0.54,9.4,8,14.2,1.65,0,0,1,1,0,1,4512.0
2593,0.2,7.3,400,42.0,145.0,0.99442,8.15,0.48,9.8,7,11.6,1.54,0,0,1,0,0,1,3920.0000000000005
2594,0.49,7.8,600,34.0,162.0,0.9966,8.26,0.58,11.3,8,15.6,1.55,0,1,1,0,0,1,6780.0
2595,0.46,1.9,640,6.0,9.0,0.99628,8.1,0.48,10.4,6,20.4,1.72,1,0,0,0,0,0,6656.0
2596,0.12,1.8,500,11.0,76.0,0.99268,8.42,0.48,10.4,6,12.2,1.91,0,1,1,1,0,1,5200.0
2597,0.3,10.4,450,44.0,174.0,0.9966,8.11,0.57,9.7,8,14.8,1.51,0,0,1,1,0,1,4365.0
2598,0.32,2.2,370,28.0,141.0,0.993,8.2,0.57,10.0,9,14.2,1.79,0,0,1,0,0,1,3700.0
2599,0.04,1.7,490,5.0,13.0,0.9942,8.72,0.58,11.4,5,11.2,1.55,1,1,0,0,0,0,5586.0
2600,0.49,1.6,640,20.0,94.0,0.9914,8.11,0.5,11.4,8,13.4,1.68,1,0,0,0,0,1,7296.0
2601,0.46,8.3,370,49.0,173.0,0.99601,8.17,0.47,9.3,7,13.6,1.57,0,0,1,0,0,1,3441.0000000000005
2602,0.22,7.4,320,53.0,172.0,0.99404,8.24,0.58,11.0,8,12.8,1.46,0,0,1,0,0,1,3520.0
2603,0.22,2.3,640,13.0,24.0,0.99438,8.41,0.83,11.3,6,13.6,1.43,0,1,1,0,0,0,7232.0
2604,0.43,2.8,640,21.0,84.0,0.9985,8.06,0.57,10.1,5,21.2,1.02,0,0,0,0,1,0,6464.0
2605,0.07,2.5,640,15.0,21.0,0.99572,8.38,0.6,11.3,6,14.0,1.36,0,1,1,1,0,0,7232.0
2606,0.31,2.1,330,32.0,95.0,0.989435,7.96,0.61,12.0,8,13.0,1.24,0,0,1,0,0,1,3960.0
2607,0.29,12.2,350,38.0,236.0,0.9976,8.35,0.52,9.8,8,13.6,1.77,0,0,1,0,0,1,3430.0000000000005
2608,0.3,5.2,370,29.0,131.0,0.9943,8.38,0.44,11.0,8,15.4,1.15,1,0,0,0,0,1,4070.0
2609,0.42,7.1,450,41.0,169.0,0.9959,8.17,0.43,10.6,7,16.0,1.74,0,0,1,0,0,1,4770.0
2610,0.29,1.2,440,12.0,143.0,0.9918,8.2,0.48,11.3,9,14.6,1.95,0,0,1,1,0,1,4972.0
2611,0.22,10.7,420,26.0,81.0,0.9954,7.86,0.36,9.7,8,14.8,1.62,0,0,1,0,0,1,4073.9999999999995
2612,0.35,1.6,540,31.0,148.0,0.99178,8.18,0.47,10.7,7,14.6,1.13,0,0,1,0,0,1,5778.0
2613,0.25,5.7,150,14.0,73.0,0.98963,7.82,0.59,13.2,8,14.0,1.02,1,0,0,0,0,1,1980.0
2614,0.34,1.6,560,13.0,176.0,0.9946,8.14,0.47,9.7,7,17.8,1.74,1,0,0,0,0,1,5432.0
2615,0.39,1.2,360,32.0,85.0,0.9918,8.16,0.5,10.5,7,14.4,1.2,0,0,1,1,0,1,3780.0
2616,0.25,1.2,380,34.0,128.0,0.9921,8.24,0.44,10.1,7,12.2,1.9,0,0,1,0,0,1,3838.0
2617,0.32,2.1,640,16.0,74.0,0.99656,8.27,0.5,9.8,6,16.0,1.46,0,1,0,1,0,0,6272.0
2618,0.25,10.5,430,30.0,165.0,0.9972,8.36,0.55,10.55,8,13.6,1.91,1,0,0,0,0,1,4536.5
2619,0.25,5.0,550,28.0,138.0,0.99171,8.27,0.5,12.4,10,12.8,1.14,1,0,0,0,0,1,6820.0
2620,0.3,1.7,590,20.0,38.0,0.9949,8.29,0.47,10.8,6,15.4,1.39,0,0,1,0,0,0,6372.0
2621,0.31,1.5,530,20.0,98.0,0.99069,8.15,0.5,11.4,7,14.2,1.05,0,0,1,0,0,1,6042.0
2622,0.23,5.1,340,71.0,204.0,0.9942,8.23,0.69,10.1,7,13.6,1.6,0,0,1,1,0,1,3434.0
